LookupCode,AccountName,ActivityCode,Description,WhoOwnerCode,FollowupStartDate,Association,Aging Status
DOSLAGO-01,Dos Lagos Maintenance Corp.,REVI,Review coverage limits for REN,FITME1,11/22/2021,LOB - DOLI - PCAP014689-0118,Overdue
DOVEVAL-01,Dove Valley Ranch Comm Assn.,CALL,signed Armed Guard LPR here?,ARRCA1,9/10/2021,Account - Dove Valley Ranch Comm Assn.,Overdue
DOVEVAL-01,Dove Valley Ranch Comm Assn.,CPOL,Cancelled policy/line cancel armed guard policy Eff: 8/26/2021,ARRCA1,8/27/2021,Policy - GLIA - CPI7205021,Overdue
DOWNEST-01,Downer Estates Homeowners Association,*BRN,Change Branch for Account,DISDA1,1/10/2022,Account - Downer Estates Homeowners Association,Overdue
DOWNEST-01,Downer Estates Homeowners Association,RNWL,Renewal of Auto effective 2/28,HYCLE1,12/1/2021,Account - Downer Estates Homeowners Association,Overdue
DOWNVIL-01,Downtown Villa HOA,APOL,Added CPKG policy effective 7/9/2020,CANCR1,4/16/2021,Policy - CPKG - 6803D7754811942,Overdue
DOWNVIL-01,Downtown Villa HOA,CS24,CSR24 Agency Cert: C/O Alejandra Kostuch,CADJE1,6/29/2021,Account - Downtown Villa HOA,Overdue
DRAGMOU-01,Dragoon Mountain Rnch Unit 3,ENDR,CAU endt to add roads here?,PEUNA1,11/8/2021,Account - Dragoon Mountain Rnch Unit 3,Overdue
DRIFOAS-01,Driftwood Oasis,RNWL,Renewal of  effective,HYCLE1,1/1/2022,Account - Driftwood Oasis ,Overdue
DUARTRA-01,Duarte Trails HOA,APOL,Added CPKG policy effective 8/31/2020,CANCR1,6/6/2021,Policy - CPKG - 6803D5246791942,Overdue
DUNECOU-01,Dunes Court Inc. HOA,@ADC,Address Applied to Other Items,NICTR1,11/9/2021,Account - Dunes Court Inc. HOA,Overdue
DUNEONM-01,The Dunes on Monterey Bay,*QTE,CREATE AND ATTACH QUOTE - PMA CRIME / PMA WORK COMP / PHILLY D&O,MILZA1,8/2/2021,Account - The Dunes on Monterey Bay,Overdue
DUNEONM-01,The Dunes on Monterey Bay,ADOP,Add Opportunity,MILZA1,7/26/2021,Opportunities,Overdue
DUNEONM-01,The Dunes on Monterey Bay,APOL,Added CPKG policy effective 8/24/2021,MILZA1,8/19/2021,Policy - CPKG - SNI0005871-00,Overdue
DUNEONM-01,The Dunes on Monterey Bay,APOL,Added DOLI policy effective 8/24/2021,MILZA1,8/19/2021,Policy - DOLI - 618870707,Overdue
DUNEONM-01,The Dunes on Monterey Bay,APOL,Added CRIM policy effective 8/24/2021,MILZA1,8/19/2021,Policy - CRIM - 618870707,Overdue
DUNEONM-01,The Dunes on Monterey Bay,APOL,Added WCOM policy effective 8/24/2021,MILZA1,8/19/2021,Policy - WCOM - 2021010649293Y,Overdue
DUNEONM-01,The Dunes on Monterey Bay,APOL,Added CUMB policy effective 8/24/2021,MILZA1,8/19/2021,Policy - CUMB - USL00656920U-69026-1,Overdue
DUNEONM-01,The Dunes on Monterey Bay,APOL,Added MOTF policy effective 8/24/2021,MILZA1,8/19/2021,Policy - MOTF - TBD,Overdue
DUNEPRO-02,Dunes Properties HOA,REQF,Request for Financials - Dunes Properties HOA,GIALE1,12/27/2021,Account - Dunes Properties HOA,Overdue
DUNLCON-01,Dunlap Condominiums Inc,RNWL,Account effective 4/5/2022,GAMAU1,1/1/2022,Policy - PROP - LHD426792,Overdue
DURAIIH-01,Durango II HOA,APOL,Added CPKG policy effective 7/1/2020,CANCR1,4/8/2021,Policy - CPKG - PHPK2136106,Overdue
DWIGPLA-01,Dwight Place HOA,RPOL,Package/EQ Policy Here?,ARRCA1,11/26/2021,Account - Dwight Place HOA,Overdue
DYSARAN-01,Dysart Ranch Comm. Assoc.,*BRN,Change Branch for Account,DISDA1,1/10/2022,Account - Dysart Ranch Comm. Assoc.,Overdue
EADSAVE-02,Eads Avenue Condominium Association,CNPR,USPF NOIC eff 01.29 (425986),TSUME1,1/18/2022,Account - Eads Avenue Condominium Association,Overdue
EAGLHIG-04,Eagle Highlands South Community Association,REQF,Request for Financials - Eagle Highlands South Community Association,GIALE1,12/15/2021,Account - Eagle Highlands South Community Association,Overdue
EAGLNES-01,Eagle Nest Condominium HOA,APOL,Added CRIM policy effective 7/1/2021,TAHNI1,6/14/2021,Policy - CRIM - 4121011331859Y,Overdue
EAGLPOI-05,Eagle Point Homeowners Assoc,DREN,need pckg policy/send all,SMIJO1,1/6/2022,Policy - CPKG - SNI0005051-01,Overdue
EAGLPRE-01,Eagle Preserve North Community Association Inc.,REQF,Request for Financials - Eagle Preserve North Community Association Inc.,GIALE1,11/19/2021,Account - Eagle Preserve North Community Association Inc.,Overdue
EAGLRID-01,Eagle Ridge Homeowners Association,REQF,Request for Financials - Eagle Ridge Homeowners Association,GIALE1,1/19/2022,Account - Eagle Ridge Homeowners Association,Overdue
EAGLROC-02,Eagle Rock HOA,*BRN,Change Branch for Account,DISDA1,1/10/2022,Account - Eagle Rock HOA,Overdue
EAGLSUM-02,Eagle Summit Homeowners Association,*POL,EAGLSUM-02 - Eagle Summit Homeowners Association -  -,NICTR1,11/29/2021,Account - Eagle Summit Homeowners Association,Overdue
EAGLSUM-02,Eagle Summit Homeowners Association,APOL,Added CRIM policy effective 12/27/2021,NICTR1,12/3/2021,Policy - CRIM - 4121011364389Y,Overdue
EARLHOA-01,Earlstone HOA,REVI,Review coverage limits for REN,FITME1,12/1/2021,Policy - CUMB - MKLM4EUU100003-1106,Overdue
EARTCON-01,Earthtone Condominium Association,REQF,Request for Financials - Earthtone Condominium Assoc.,GIALE1,11/19/2021,Account - Earthtone Condominium Association,Overdue
EASTBLU-01,East Bluff Unit No. 4,CLRC,Close/Reopen Claim,FISTI1,1/14/2022,Claim - Nov  2 2021 12:00AM - 9975,Overdue
EASTCHA-01,East Chapman HOA,REVI,Review coverage limits for REN,CLASH1,10/8/2021,LOB - BOP  - 6807D3032471942,Overdue
EASTCHA-01,East Chapman HOA,REVI,Review coverage limits for REN,CLASH1,9/8/2021,LOB - EQKC - FD 61295,Overdue
EASTICO-01,Eastlake I Community Association,SBAP,Pkg  Umb pol here?,MAVMA1,12/9/2020,Account - Eastlake I Community Association,Overdue
EASTIIC-01,Eastlake II Community Association,*BRN,Change Branch for Account,DISDA1,1/10/2022,Account - Eastlake II Community Association,Overdue
EASTPAR-03,East Park Villas HOA,REVI,Review coverage limits for REN,CADJE1,8/23/2021,LOB - BOP  - RDN0005445-01,Overdue
EASTPOI-02,East Point Village Condominium,CS24,CSR24 Agency Cert: TPMS,CADJE1,7/9/2021,Account - East Point Village Condominium,Overdue
EASTVIL-10,Eastwood Village Community Association,REVI,Review coverage limits for REN,THIMA1,1/1/2022,Policy - CPKG - CAU508375-3,Overdue
EBELCAP-01,Ebell Capri Homeowners' Assn,RENR,Renewal of Worker's Compensation effective 10/6/2021,CADJE1,10/29/2021,Policy - WCOM - 2021010933929Y,Overdue
EBONEST-01,Ebony Estates Maintenance Corp,RNWL,Renewal of  effective,HYCLE1,12/28/2021,Account - Ebony Estates Maintenance Corp,Overdue
EDENDRE-01,Edencrest Community Association,APOL,Added DOLI policy effective 12/21/2020,MILZA1,12/24/2020,Policy - DOLI - PCAP026951-0120,Overdue
EDENDRE-01,Edencrest Community Association,APOL,Added CRIM policy effective 12/21/2020,MILZA1,12/24/2020,Policy - CRIM - 4120011295997Y,Overdue
EDENDRE-01,Edencrest Community Association,APOL,Added WCOM policy effective 12/21/2020,MILZA1,12/24/2020,Policy - WCOM - 2020011295997Y,Overdue
EDGEATS-01,Edgemont at South Hills HOA,REQF,Request for Financials - Edgemont at South Hills HOA,GIALE1,12/17/2021,Account - Edgemont at South Hills HOA,Overdue
EDGEMAN-03,Edgewood Manor HOA,REVI,Review coverage limits for REN,CADJE1,9/17/2021,LOB - CRIM - CAC013606-0515,Overdue
EDGEOWN-01,Edgerton Owners Association,REQF,Request for Financials - Edgerton Owners Association,GIALE1,11/16/2021,Account - Edgerton Owners Association,Overdue
EDGEOWN-01,Edgerton Owners Association,RNWL,Renewal of  effective,CADJE1,11/15/2021,Account - Edgerton Owners Association,Overdue
EDISMID-01,Edison Mid-town Condominium HOA,CALU,Req. to change management on all policies,SMIJO1,12/23/2020,Account - Edison Mid-town Condominium HOA,Overdue
EDISMID-01,Edison Mid-town Condominium HOA,CHGR,chg to 50 units,SMIJO1,10/21/2020,Policy - CPKG - 680-9K132526,Overdue
EDISMID-01,Edison Mid-town Condominium HOA,REVI,Review coverage limits for REN,SMIJO1,6/1/2021,Policy - CPKG - 680-9K132526,Overdue
EDISMID-01,Edison Mid-town Condominium HOA,REVI,Review coverage limits for REN,SMIJO1,6/1/2021,LOB - DOLI - 618815948,Overdue
EDISMID-01,Edison Mid-town Condominium HOA,REVI,Review coverage limits for REN,SMIJO1,6/1/2021,LOB - CUMB - SUO00032415325-34134-3,Overdue
EDISMID-01,Edison Mid-town Condominium HOA,REVI,Review coverage limits for REN,SMIJO1,6/1/2021,LOB - CRIM - 412001-11-09-31-3Y,Overdue
EDWACEN-01,Edwards Central Park HOA,*POL,EDWACEN-01 - Edwards Central Park HOA -  -,NICTR1,11/19/2021,Account - Edwards Central Park HOA,Overdue
EDWAJCO-01,Edward J Conrecode Trust,REQF,Request for Financials - Edward J Conrecode Trust,GIALE1,10/29/2021,Account - Edward J Conrecode Trust,Overdue
EGYPHOA-01,The Egyptian HOA,ADOP,Add Opportunity,TAHNI1,5/14/2021,Opportunities,Overdue
EIGHSTR-04,**Eighth Street Square TH Assoc.,CALU,make sure PHI package is cancelled flat,SMIJO1,3/27/2021,Account - **Eighth Street Square TH Assoc.,Overdue
ELADOBE-01,El Adobe Condominiums HOA,REQF,Request for Financials - El Adobe Condominiums HOA,GIALE1,12/17/2021,Account - El Adobe Condominiums HOA,Overdue
ELADOBE-01,El Adobe Condominiums HOA,RNWL,Renewal of all except WC effective 2/1,HYCLE1,12/1/2021,Account - El Adobe Condominiums HOA,Overdue
ELCAMIN-03,El Camino Village Property Owners,CNPR,CAU Pkg NOC - eff. 12/27,DNOC,12/10/2021,Policy - CPKG - CAU501869-5,Overdue
ELCAROV-01,El Caro Villas HOA Inc.,RNWL,Acct renewal 4/1 and 4/29/22,SMIJO1,1/1/2022,Account - El Caro Villas HOA Inc.,Overdue
ELCHAPA-02,El Chaparral Homeowners Association,CLRC,Close/Reopen Claim,FISTI1,10/7/2021,Claim - May 28 2021 12:00AM - 9104,Overdue
ELCHAPA-02,El Chaparral Homeowners Association,RNWL,Package   2/8/22,SMIJO1,11/1/2021,Account - El Chaparral Homeowners Association,Overdue
ELCHAPA-02,El Chaparral Homeowners Association,RNWL,W/C effective 2/8/2022,SMIJO1,11/1/2021,Policy - WCOM - 2021011307115Y,Overdue
ELCHAPA-02,El Chaparral Homeowners Association,RNWL,Crime effective 2/8/2022,SMIJO1,11/1/2021,Policy - CRIM - 4121011307115Y,Overdue
ELCHAPA-02,El Chaparral Homeowners Association,RNWL,Umbrella effective 2/8/2022,SMIJO1,11/1/2021,Policy - CUMB - USL00656920U-63055-1,Overdue
ELCHAPA-02,El Chaparral Homeowners Association,RNWL,D&O effective 2/8/2022  Defense is within limit,SMIJO1,11/1/2021,Policy - DOLI - 106055729,Overdue
ELCUADR-01,El Cuadro Improvement Assn Inc,DREN,need pckg policy / send all to ins when it comes in,SMIJO1,4/21/2021,Policy - CPKG - PHPK2257415,Overdue
ELCUADR-01,El Cuadro Improvement Assn Inc,RNWL,WC effective 4/16/2022,SMIJO1,1/1/2022,Policy - WCOM - 2021011159581Y,Overdue
ELCUADR-01,El Cuadro Improvement Assn Inc,RNWL,Umbrella effective 4/16/2022,SMIJO1,1/1/2022,Policy - CUMB - USL00656920U-53701-2,Overdue
ELCUADR-01,El Cuadro Improvement Assn Inc,RNWL,D&O effective 4/16/2022,SMIJO1,1/1/2022,Policy - DOLI - 618905245,Overdue
ELCUADR-01,El Cuadro Improvement Assn Inc,RNWL,Package effective 4/16/2022,SMIJO1,1/1/2022,Policy - CPKG - PHPK2257415,Overdue
ELDIAMA-01,El Diamante Townhomes,*DIS,Create Disclosure Statement - El Diamante Townhomes,MAVMA1,11/24/2021,Account - El Diamante Townhomes,Overdue
ELDOBAR-01,Eldorado Barranca Property Owners Association,ADOP,Add Opportunity,HAYBE1,1/13/2022,Opportunities,Overdue
ELDOGRE-01,Eldorado Greens Condo Assoc.,*QTE,Create and Attach Quote - [CARRIER] / [LINE],LINBR1,12/9/2021,Account - Eldorado Greens Condo Assoc.,Overdue
ELDOGRE-01,Eldorado Greens Condo Assoc.,@ADC,Address Applied to Other Items,LINBR1,12/6/2021,Account - Eldorado Greens Condo Assoc.,Overdue
ELDOGRE-01,Eldorado Greens Condo Assoc.,ADOP,Add Opportunity,LINBR1,12/9/2021,Opportunities,Overdue
ELDORAD-01,El Dorado Palms Estates C/A,REQF,Request for Financials - El Dorado Palms Estates C/A,GIALE1,11/23/2021,Account - El Dorado Palms Estates C/A,Overdue
ELDORAD-01,El Dorado Palms Estates C/A,RNWL,Renewal of Pckg/D&O/Bond/Umb/EQ/WC,CLASH1,11/1/2021,Account - El Dorado Palms Estates C/A,Overdue
ELEM&ZO-01,Element & Z Owners Association,*BRN,Change Branch for Account,DISDA1,1/11/2022,Account - Element & Z Owners Association,Overdue
ELEM&ZO-01,Element & Z Owners Association,CALL,Call mgr for LCR compliance Element & Z Owners Association,HYCLE1,8/1/2021,Account - Element & Z Owners Association,Overdue
ELEMATC-01,Element At Central Park Village,RNWL,Renewal of  effective,HYCLE1,1/1/2022,Account - Element At Central Park Village ,Overdue
ELENCAN-04,El Encanto Condominium Association,REQF,Request for Financials - El Encanto Condominium Association,GIALE1,12/28/2021,Account - El Encanto Condominium Association,Overdue
ELENCAN-05,El Encanto Subassociation,RPOL,Package/ Umbrella Policy Here?,PEUNA1,10/1/2021,Account - El Encanto Subassociation,Overdue
ELEVOWN-01,Elevant Owners Association,ADOP,Add Opportunity,HYCLE1,1/12/2022,Opportunities,Overdue
ELITCOM-01,Elite Community Management,REVI,Review coverage limits for REN,SMIJO1,5/3/2021,LOB - PROF - 287054318,Overdue
ELITCOM-01,Elite Community Management,RNWL,Worker's Compensation effective 3/31/2021,SMIJO1,12/1/2021,Policy - WCOM - RAWC225436,Overdue
ELITCOM-01,Elite Community Management,SBAP,ck on vineyard,SMIJO1,4/13/2020,LOB - WCOM - RAWC121864,Overdue
ELLICEN-02,Ellis Central Park #9,REVI,Review coverage limits for REN,THIMA1,12/19/2021,Policy - CPKG - PHPK2072598,Overdue
ELLILAK-01,Ellis Lake Homeowners Association,REVI,Review coverage limits for REN,CADJE1,7/14/2021,Policy - CPKG - TSIMJI017301,Overdue
ELLIPAR-02,Ellison Park Community Association,*QTE,Create and Attach Quote - [CARRIER] / [LINE],MILZA1,10/27/2021,Account - Ellison Park Community Association,Overdue
ELMIRAD-01,El Mirador Condominium Association,*DIS,Create Disclosure Statement - El Mirador Condominium Association,MAVMA1,1/3/2022,Account - El Mirador Condominium Association,Overdue
ELNIGUE-01,El Niguel Heights,REVI,Review coverage limits for REN,MAVMA1,12/1/2021,Policy - CPKG - PHPK2089211,Overdue
ELPASEO-05,El Paseo Owners Association,DREN,Send pkg policy to Alyssa at PCM once it's in,MAVMA1,3/3/2021,Account - El Paseo Owners Association,Overdue
ELPASEO-05,El Paseo Owners Association,REVI,Review coverage limits for REN,THIMA1,12/15/2021,LOB - CUMB - SUO00049054554-10388-6,Overdue
ELPEDRI-01,El Pedrigal-mesa HOA,RPOL,Pkg policy here?,ARRCA1,12/15/2021,Account - El Pedrigal-mesa HOA,Overdue
EMERBAY-06,Village Of Emerald Bay HOA,RNWL,Review coverage limits for REN,FITME1,12/1/2021,Account - Village Of Emerald Bay HOA,Overdue
EMERCOM-01,Emerald Community Corporation,REVI,Review coverage limits for REN,PEUNA1,12/2/2021,Policy - CPKG - PHPK2069062,Overdue
EMERCOM-04,Emerson Community Association,REQF,Request for Financials - Emerson Community Association,GIALE1,10/8/2021,Account - Emerson Community Association,Overdue
EMERGLE-02,Emerald Glen HOA,CHGL,Auto,ASACR1,6/24/2021,Policy - CPKG - 6801324R6852142,Overdue
EMERPAR-01,Emerald Park Condo Assn of Phx,DREN,need pckg policy / send all to ins when it comes in,SMIJO1,5/25/2021,Policy - CPKG - PHPK2273943,Overdue
EMERRID-01,Emerald Ridge LMA,*BRN,Change Branch for Account,DISDA1,1/11/2022,Account - Emerald Ridge LMA,Overdue
EMERRID-05,Emerald Ridge HOA,REVI,Review coverage limits for REN,FITME1,11/25/2021,Policy - CPKG - PHPK2065841,Overdue
EMPEEST-03,Emperor Estates Parcel H HOA,@ADC,Address Applied to Other Items,NICTR1,9/21/2021,Account - Emperor Estates Parcel H HOA,Overdue
EMPIBUS-01,Empire Business Center Condo A,*BRN,Change Branch for Account,DISDA1,1/11/2022,Account - Empire Business Center Condo A,Overdue
EMPIVIS-01,Empire Vista HOA,APOL,Added CPKG policy effective 10/30/2020,CANCR1,4/23/2021,Policy - CPKG - PHPK2199119,Overdue
ENCAGAR-01,Encanto Garden Townhouses Assn,CALL,need LCR done by 1/2/22-firm,SMIJO1,12/20/2021,Policy - PROP - AWA3PP0000756-00,Overdue
ENCAGAR-01,Encanto Garden Townhouses Assn,CLRC,Close/Reopen Claim,FISTI1,10/7/2021,Claim - Mar 23 2021 12:00AM - 8902,Overdue
ENCAURB-01,Encanto Urban Village HOA,REQF,Request for Financials - Encanto Urban Village HOA,GIALE1,12/27/2021,Account - Encanto Urban Village HOA,Overdue
ENCAURB-01,Encanto Urban Village HOA,REVI,Review coverage limits for REN,CLASH1,12/13/2021,Policy - CPKG - CAU514002-2,Overdue
ENCIOAK-01,Encino Oaks HOA,EXDT,Exdate follow-up; 11/01,LABCU1,6/17/2019,Policy - CPKG - ,Overdue
ENCIRAN-01,Encinitas Ranch Comm. Assoc.,APOL,Added CRIM policy effective 4/15/2021,CADJE1,6/22/2021,Policy - CRIM - G72519012 001,Overdue
ENCLBOR-01,Enclave At Borgata Condominium Assn,CALU,need end to add PP of others end,SMIJO1,11/23/2021,Policy - CPKG - 680-5K17403A,Overdue
ENCLBOR-01,Enclave At Borgata Condominium Assn,RNWL,Account 1/19/211,SMIJO1,10/1/2021,Account - Enclave At Borgata Condominium Assn,Overdue
ENCLBOR-01,Enclave At Borgata Condominium Assn,SSIG,Send to eSignature - 22-23 Forms,SMIJO1,1/12/2022,Attachment,Overdue
ENCLCOL-01,The Enclave Collection,RNWL,Renewal of  effective,ROBJO1,1/8/2022,Account - The Enclave Collection,Overdue
ENCLMAS-01,The Enclave Master Community Assn,*BRN,Change Branch for Account,DISDA1,1/11/2022,Account - The Enclave Master Community Assn,Overdue
ENCLMAS-01,The Enclave Master Community Assn,CALL,completed LCRs here?,ARRCA1,11/1/2021,Account - The Enclave Master Community Assn,Overdue
ENCUATB-01,Encue At Biltmore Homeowners Association,REQF,Request for Financials - Encue At Biltmore Homeowners Association,GIALE1,11/29/2021,Account - Encue At Biltmore Homeowners Association,Overdue
ENTRDEL-02,Entrada Del Oro Community Asso,REVI,Review coverage limits for REN,PEUNA1,12/1/2021,Policy - CPKG - PAC2545874-01,Overdue
ENTRNOR-01,Entrada Northeast HOA,REQF,Request for Financials - Entrada Northeast HOA,GIALE1,12/17/2021,Account - Entrada Northeast HOA,Overdue
ESCACOM-01,Fulton Homes Escalante Community Association,APOL,Added CPKG policy effective 1/19/2021,DINMI1,1/22/2021,Policy - CPKG - PHPK2228915,Overdue
ESCACOM-01,Fulton Homes Escalante Community Association,APOL,Added CRIM policy effective 1/19/2021,DINMI1,1/22/2021,Policy - CRIM - PHPK2228915,Overdue
ESCACOM-01,Fulton Homes Escalante Community Association,APOL,Added DOLI policy effective 1/19/2021,DINMI1,1/22/2021,Policy - DOLI - 618945339,Overdue
ESCACOM-01,Fulton Homes Escalante Community Association,APOL,Added CUMB policy effective 1/19/2021,DINMI1,1/22/2021,Policy - CUMB - USL00656920U-61975-1,Overdue
ESCACOM-01,Fulton Homes Escalante Community Association,APOL,Added WCOM policy effective 1/19/2021,DINMI1,1/22/2021,Policy - WCOM - 2021011301423Y,Overdue
ESENCIA-01,Esencia Neighborhood Corporation,ADOP,Add Opportunity,HYCLE1,1/7/2022,Opportunities,Overdue
ESENCIA-01,Esencia Neighborhood Corporation,APOL,Added CUMB policy effective 1/5/2022,AVEMI1,1/9/2022,Policy - CUMB - USL01482121U-75364-1,Overdue
ESENCIA-01,Esencia Neighborhood Corporation,APOL,Added WCOM policy effective 1/5/2022,AVEMI1,1/9/2022,Policy - WCOM - 2022011370303Y ,Overdue
ESENCIA-01,Esencia Neighborhood Corporation,APOL,Added GLIA policy effective 1/5/2022,AVEMI1,1/9/2022,Policy - GLIA - COA1000008279-00,Overdue
ESENCIA-01,Esencia Neighborhood Corporation,APOL,Added CRIM policy effective 1/5/2022,AVEMI1,1/9/2022,Policy - CRIM - WIB-CI-10003330-00,Overdue
ESENCIA-01,Esencia Neighborhood Corporation,APOL,Added DOLI policy effective 1/5/2022,AVEMI1,1/9/2022,Policy - DOLI - PCAP032201-0122,Overdue
ESENCIA-01,Esencia Neighborhood Corporation,APOL,Added BAUT policy effective 1/5/2022,HYCLE1,1/9/2022,Policy - BAUT - COA1000008279-00,Overdue
ESENCIA-01,Esencia Neighborhood Corporation,APOL,Added PROP policy effective 1/12/2022,HYCLE1,1/15/2022,Policy - PROP - D39077255 / LHD428057,Overdue
ESPALL0-01,Esparanza ll,REQF,Request for Financials - Esparanza ll,GIALE1,12/28/2021,Account - Esparanza ll,Overdue
ESPALL0-01,Esparanza ll,REVI,Maddie will be sending the renewal app for CAU to underwriter,LOPVI1,1/18/2022,Policy - CPKG - CAU507368-3,Overdue
ESPLCOM-02,Esplanade Comm. Assoc.,REVI,Review coverage limits for REN,LOPVI1,1/6/2022,LOB - WCOM - 2020010524306Y,Overdue
ESPLOWN-01,The Esplanade Owners` Association,*BRN,Change Branch for Account,DISDA1,1/11/2022,Account - The Esplanade Owners` Association,Overdue
ESPLOWN-01,The Esplanade Owners` Association,APOL,Added MOTE policy effective 12/17/2021,AVEMI1,12/19/2021,Policy - MOTE - ENROLLMENT ONLY,Overdue
